type,id,question,A,B,C,D,correct,image,acceptedAnswers,image1,answer1,image2,answer2,image3,answer3,image4,answer4
mcq,379,"Jak nazywa się dokument, gdzie personel Systemu Wykorzystania Doświadczeń umieszcza wszystkie zgłoszone obserwacje?",RZO – Rejestr Zgłoszonych Obserwacji,RZO – Rejestr Zarejestrowanych Obserwacji,RWO – Rejestr Wykorzystania Obserwacji,,A,,,,,,,,,,
mcq,380,Co to jest weryfikacja działań naprawczych?,przedsięwzięcie mające na celu określenie sposobu realizacji Procesu Wykorzystania Doświadczeń wobec zgłaszanej obserwacji,"przedsięwzięcie mające na celu sprawdzenie, czy problem został wyeliminowany w toku działań naprawczych","dokument końcowy będący wynikiem etapu analizy, zawierający wnioski i rekomendacje działań naprawczych","stwierdzenie występowania niepożądanego, niedoskonałego zdarzenia, zjawiska, problemu, wadliwie lub właściwie funkcjonującego",B,,,,,,,,,,
mcq,381,Czym jest komunikowanie społeczne?,procesem i stanem gromadzenia informacji,"procesem wytwarzania, przekształcania wytwarzania informacji",procesem wytwarzania informacji od nadawcy do odbiorcy,,B,,,,,,,,,,
mcq,382,Do komunikatów niewerbalnych w komunikacji zaliczamy?,"mowa ciała, gesty, ton głosu, wykorzystanie przestrzeni",wyłącznie słowa wypowiadane przez nadawcę,tylko tekst pisany i komunikaty formalne,jedynie meldunki i rozkazy,A,,,,,,,,,,
mcq,383,Na czym polega model perswazji w komunikacji społecznej?,"na świadomym oddziaływaniu na postawy, zachowania lub decyzje odbiorcy poprzez użycie werbalnych i niewerbalnych symboli, prezentowanie argumentów i wykorzystanie psychologicznych mechanizmów wpływu",na biernym odbiorze informacji bez próby wpływania na odbiorcę,na przekazywaniu informacji wyłącznie w jedną stronę bez sprzężenia zwrotnego,na całkowitym pomijaniu argumentów i symboli w komunikacji,A,,,,,,,,,,
mcq,384,Na czym polega liniowy model transferu informacji?,na przekazie w jedną i drugą stronę,na przekazie i ponawianiu go okresowo w czasie,"na przekazie w jedną stronę, często bez możliwości informacji zwrotnej",,C,,,,,,,,,,
mcq,385,Komunikacja jako uzgadnianie znaczenia to model oparty na założeniu że?,celem komunikacji jest osiągnięcie wzajemnego zrozumienia między jej uczestnikami poprzez wymianę i wspólne tworzenie znaczeń w kontekście osobistych obszarów znaczeń nadawcy i odbiorcy,celem komunikacji jest wyłącznie przekazanie rozkazu bez interpretacji przez odbiorcę,komunikacja polega tylko na technicznym przesłaniu informacji kanałem łączności,znaczenie komunikatu jest zawsze stałe i niezależne od kontekstu,A,,,,,,,,,,
mcq,386,Kinezjetyka?,Mowa ciała - komunikacja niewerbalna,Mowa – komunikacja werbalna,żadna odpowiedź nie jest prawidłowa,,A,,,,,,,,,,
mcq,387,Proksemika to?,"postrzeganie, wykorzystanie oraz strukturyzowanie przestrzeni otoczenia dla celów komunikacyjnych",wykorzystanie oraz strukturyzowanie przestrzeni otoczenia dla celów strategicznych,strukturyzowanie przestrzeni otoczenia dla celów administracyjnych,,A,,,,,,,,,,
mcq,388,"Oddzielanie ludzi od problemu; twardość wobec problemu; miękkość wobec ludzi, charakteryzuje styl negocjacji?","Negocjacje rzeczowe, bazujące na zasadach",Negocjacje strategiczne,żadna odpowiedź nie jest prawidłowa,,A,,,,,,,,,,
mcq,389,Co to jest dydaktyka?,"dział pedagogiki zajmujący się analizą celów, treści, metod, zasad i form organizacyjnych procesów kształcenia oraz ich psychologiczno-społecznych uwarunkowań",dział socjologii zajmujący się wyłącznie komunikacją społeczną,dział psychologii badający tylko emocje żołnierzy,dział administracji opisujący organizację jednostek wojskowych,A,,,,,,,,,,
mcq,390,Pedagogika jest nauką o?,"rozwoju, wychowaniu i kształceniu człowieka na wszystkich etapach jego życia, obejmującą aspekty teoretyczne i praktyczne procesów edukacyjnych oraz opiekuńczo-wychowawczych",wyłącznie nauczaniu przedmiotów ścisłych w szkołach wojskowych,tylko organizacji szkolenia bojowego w jednostce,wyłącznie metodach prowadzenia odpraw i instruktaży,A,,,,,,,,,,
mcq,391,Angielski skrót StratCom oznacza?,strategię komunikacyjną,komunikację strategiczną,łączność strategiczną,dowództwo strategiczne,B,,,,,,,,,,
mcq,392,Pojęcie komunikacja strategiczna odnosi się do?,systemu środków dowodzenia i łączności na poziomie strategicznym,transportu pomiędzy teatrami działań,szeroko rozumianego oddziaływania informacyjnego,oddziaływania o charakterze pozamilitarnym,C,,,,,,,,,,
mcq,393,Militarne obszary działań komunikacji strategicznej to?,komunikacja społeczna,dyplomacja,operacje informacyjne,operacje informacyjne i operacje psychologiczne,D,,,,,,,,,,
mcq,394,Niemilitarne obszary działań komunikacji strategicznej to?,komunikacja społeczna,komunikacja społeczna i dyplomacja,operacje informacyjne,operacje psychologiczne,B,,,,,,,,,,
mcq,395,Kiedy weszła w życie DECYZJA Nr 47/MON MINISTRA OBRONY NARODOWEJ w sprawie zasad realizacji polityki informacyjnej i funkcjonowania służby komunikacji społecznej w resorcie obrony narodowej?,26 marca 2010,26 marca 2019,14 kwietnia 2002,14 kwietnia 2022,B,,,,,,,,,,
mcq,396,Proszę rozwinąć akronim CGDP?,Centrum Generalnych Działań Psychologicznych,Centralna Grupa ds. Dyplomacji Publicznej,Centralna Grupa Działań Psychologicznych,Centrum Gromadzenia Danych Psychologicznych,C,,,,,,,,,,
mcq,397,Dyplomacja publiczna?,"stanowi integralny element, komponent tradycyjnie pojmowanej dyplomacji",polega na kształtowaniu przez władze opinii publicznej we własnym kraju,"obejmuje wymiar stosunków międzynarodowych wykraczający poza obszar tradycyjnej dyplomacji, polegający na kształtowaniu przez rząd jednego państwa opinii publicznej w innych państwach","stanowi zinstytucjonalizowaną formę dezinformacji, cywilny odpowiednik dezinformacji",C,,,,,,,,,,
mcq,398,Zgodnie z dokumentami sojuszniczymi współpraca cywilno-wojskowa?,jest działalnością zaliczaną do obszarów funkcjonalnych komunikacji strategicznej,nie jest działalnością zaliczaną zasadniczo do obszarów funkcjonalnych komunikacji strategicznej,jest działalnością zaliczaną do obszaru wojskowej działalności prasowo-informacyjnej,nie ma żadnego wpływu na środowisko informacyjne,B,,,,,,,,,,
mcq,399,Koncepcja komunikacji strategicznej w SZ RP?,jest bezpośrednim odzwierciedleniem sojuszniczej koncepcji komunikacji strategicznej,jest rozwinięciem dwóch narodowych koncepcji: operacji informacyjnych i operacji psychologicznych,"nie jest bezpośrednim odzwierciedleniem sojuszniczej koncepcji komunikacji strategicznej, lecz stanowi propozycję wdrożenia spójnego rozwiązania systemowego",jest wojskowym odpowiednikiem cywilnej dyplomacji publicznej,C,,,,,,,,,,
mcq,400,"Komunikacja strategiczna, zgodnie z koncepcją jej prowadzenia przez SZ RP, może być realizowana w następujących płaszczyznach?","narodowej, sojuszniczej i koalicyjnej",wyłącznie narodowej,narodowej i koalicyjnej,"narodowej, sojuszniczej, koalicyjnej i wewnętrznej",A,,,,,,,,,,
mcq,401,Współpraca cywilnowojskowa to?,Współpraca pomiędzy siłami Sojuszu Północnoatlantyckiego a środowiskiem cywilnym,koncepcja porozumienia z siłami przeciwnika na polu walki,rodzaj działań planistycznych w operacji kryzysowej,działania planistyczne w zarządzaniu bezpieczeństwem militarnym,A,,,,,,,,,,
mcq,402,Problematyka współpracy cywilnowojskowej zawarta jest w?,Strategii bezpieczeństwa RP,Doktrynie współpracy cywilno-wojskowej w SZ RP DD/9,planie budżetu państwa na kolejny rok,programie doskonalenia obrony cywilnej,B,,,,,,,,,,
mcq,403,Osoby funkcyjne CIMIC są w pełni włączone?,w dowództwo wojsk oraz mają uprawnienia koordynacji działań CIMIC w rejonie działań,do procesu oceny skutków sytuacji kryzysowych,w proces zarządzania administracją publiczną,nie występują w strukturze systemu bezpieczeństwa regionu,A,,,,,,,,,,
mcq,404,Uwarunkowania współpracy cywilnowojskowej to między innymi?,"gwarancje prawne, zagrożenia bezpieczeństwa, system bezpieczeństwa",sytuacja geograficzna,sytuacja polityczno-militarna,wola dowódców prowadzących operację militarną,A,,,,,,,,,,
mcq,405,Współpraca cywilnowojskowa może być prowadzona?,tylko w sprzyjających warunkach geograficznych,"we wszystkich rodzajach zagrożeń, w różnym środowisku geograficznym oraz rozmachu operacyjnym",tylko w okresie pokoju,tylko podczas rozejmu w prowadzonych działaniach wojennych,B,,,,,,,,,,
mcq,406,Celem współpracy cywilnowojskowej jest?,zaprezentowanie możliwości bojowych przeciwnikowi,umożliwienie koordynacji niezbędnej do wsparcia i ułatwienia planowania i prowadzenia operacji wojskowej,doskonalenie strategii militarnej,racjonalne rozmieszczenie zgrupowania zadaniowego w terenie,B,,,,,,,,,,
mcq,407,Proces realizacji zadań CIMIC realizowany jest?,"w trzech fazach: przedoperacyjnej, operacyjnej, przejściowej",w fazie odbudowy po zniszczeniach wojennych,jest procesem nieuporządkowanych działań planistycznych,tylko podczas planowania operacji militarnej,A,,,,,,,,,,
mcq,408,Celem operacji informacyjnych jest?,działania podejmowane dla osiągnięcia przewagi informacyjnej w działaniach,"etapem działań, w którym ocenia się poziom osiągnięcia celu operacyjnego","etapem działań CIMIC, w którym koryguje się plany operacji",etapem działań podsumowujących operację wojskową,A,,,,,,,,,,
mcq,409,Operacje informacyjne InfOps są to działania podejmowane w celu?,osłabienia woli lub zdolności przeciwnika do prowadzenia walki,uporządkowania procesu współpracy cywilnowojskowej,nie wchodzą w zakres działalności cywilnowojskowej,przekazania zasadniczych informacji o własnych zamierzeniach,A,,,,,,,,,,
mcq,410,Operacje psychologiczne PsyOps?,"to operacje przekazywania wybranych informacji dla odbiorców oraz wpływanie na ich emocje, motywacje, myślenie",są to działania przeciwnika w okresie poprzedzającym konflikt zbrojny,są to operacje prowadzone wobec kadry dowódczej przeciwnika,są to operacje przeciwko ludności cywilnej,A,,,,,,,,,,
mcq,411,Jaki to typ statku powietrznego?,MiG-29,A-50 Szmiel,B-52,F-16,B,/images/a50szmiel.png,,,,,,,,,
mcq,412,Jaki to typ statku powietrznego?,C-130 Hercules,AN-26,AN-12,CASA C-295,C,/images/an2.png,,,,,,,,,
mcq,413,Jaki to typ statku powietrznego?,KC-135,C-17 Globemaster,AN-12,C-5 Galaxy,C,/images/an12.png,,,,,,,,,
mcq,414,Jaki to typ śmigłowca?,Mi-24,AH-1 Cobra,AH-64 Apache,Ka-52,C,/images/apache.png,,,,,,,,,
mcq,415,Co oznacza ten znak taktyczny?,Piechota,Saperzy,Artyleria,Wojska pancerne,C,/images/artleria.png,,,,,,,,,
mcq,416,Co oznacza ten znak taktyczny?,Artyleria lufowa,Wojska rakietowe,Obrona przeciwlotnicza,Artyleria rakietowa,D,/images/artyleriarakietowa.png,,,,,,,,,
mcq,417,Jaki to typ bezzałogowca?,MQ-9 Reaper,Heron,Bayraktar TB2,Orion,C,/images/bayraktar.png,,,,,,,,,
mcq,418,Jaki to typ samolotu?,C-130,Boeing E-3 AWACS,Il-76,KC-135,B,/images/boeing3awacs.png,,,,,,,,,
mcq,419,Jaki to typ samolotu?,Airbus A330 MRTT,C-17,KC-135 Stratotanker,Il-78,C,/images/boeingkc135.png,,,,,,,,,
mcq,420,Jaki to typ samolotu?,C-295,C-17,C-130 Hercules,An-12,C,/images/c130.png,,,,,,,,,
mcq,421,Jaki to typ samolotu?,C-27J Spartan,CASA C-295,An-26,C-130,B,/images/casa295.png,,,,,,,,,
mcq,422,Jaki to typ statku powietrznego?,MiG-29,F-16 Fighting Falcon,F-15,F-18,B,/images/flyeye.png,,,,,,,,,
mcq,423,Jaki to typ statku powietrznego?,Mi-28,Grumman 2 Hawkeye,Ka-52,AH-64,B,/images/grumman2hawkeye.png,,,,,,,,,
mcq,424,Jaki to typ samolotu?,C-17,Il-76,An-12,C-130,B,/images/il76.png,,,,,,,,,
mcq,425,Jaki to typ śmigłowca?,Mi-24,Ka-52 Alligator,Apache,Mi-28,B,/images/ka52.png,,,,,,,,,
mcq,426,Jaki to typ samolotu wczesnego ostrzegania?,Saab 340 AEW,KJ-2000,A-50,E-3 AWACS,B,/images/kj2000.png,,,,,,,,,
mcq,427,Co oznacza ten znak taktyczny?,Lotnictwo transportowe,Lotnictwo rozpoznawcze,Lotnictwo taktyczne,Lotnictwo szkolne,C,/images/lotnictwotaktyczne.png,,,,,,,,,
mcq,428,Jaki to typ śmigłowca?,Mi-28,Mi-8,Mi-24,Ka-52,C,/images/mi24.png,,,,,,,,,
mcq,429,Jaki to typ śmigłowca?,Mi-24,Mi-28 Havoc,Ka-52,Apache,B,/images/mi28.png,,,,,,,,,
mcq,430,Jaki to typ samolotu?,Gripen,Su-27,MiG-29,F-16,C,/images/mig29.png,,,,,,,,,
mcq,431,Jaki to typ bezzałogowca?,Heron,MQ-9 Reaper,Orion,Bayraktar TB2,B,/images/mq9reaper.png,,,,,,,,,
mcq,432,Co oznacza ten znak taktyczny?,Artyleria,Wojska pancerne,Piechota,Kawaleria,B,/images/pancerna.png,,,,,,,,,
mcq,433,Co oznacza ten znak taktyczny?,Logistyka,Piechota,Saperzy,Piechota zmechanizowana,B,/images/piechota.png,,,,,,,,,
mcq,434,Co oznacza ten znak taktyczny?,Piechota zmotoryzowana,Piechota górska,Desantowa,Piechota morska,B,/images/piechotagorska.png,,,,,,,,,
mcq,435,Co oznacza ten znak taktyczny?,Łączność,Wojska inżynieryjne,Logistyka,Artyleria,B,/images/wojskainzynieryjne.png,,,,,,,,,
mcq,436,Co oznacza ten znak taktyczny?,Lotnictwo,Wojska powietrznodesantowe,Piechota,Obrona plot.,B,/images/wojskapowietrznodesantowe.png,,,,,,,,,
mcq,437,Co oznacza ten znak taktyczny?,Snajperzy,Wojska rozpoznawcze,Lotnictwo,Piechota,B,/images/wojskarozpoznawcze.png,,,,,,,,,
mcq,438,Co oznacza ten znak taktyczny?,Wojska pancerne,Artyleria,Wojska przeciwpancerne,Piechota,C,/images/wojskaprzeciwpancerne.png,,,,,,,,,
mcq,439,Co oznacza ten znak taktyczny?,Logistyka,Wojska zabezpieczenia technicznego,Łączność,Inżynieryjne,B,/images/wojskazabezpieczeniatechnicznego.png,,,,,,,,,
mcq,440,Co oznacza ten znak taktyczny?,Pancerna,Desantowa,Zmechanizowana,Piechota,C,/images/zmechanizowana.png,,,,,,,,,
mcq,441,Plan przedstawia bitwę wojen napoleońskich pod,Austerlitz,Waterloo,Lipskiem,,B,waterloo_plan_01.png,,,,,,,,,
mcq,442,Plan przedstawia bitwę amerykańskiej wojny secesyjnej pod,Gettysburgiem,Antietam,Shiloh,,A,gettysburg_plan_01.png,,,,,,,,,
mcq,443,Plan obrazuje oblężenie na początku XX wieku carskiej twierdzy pod,Brześciem,Port Arthur,Przemyślem,,B,port_arthur_siege_01.png,,,,,,,,,
mcq,444,Zdjęcie przedstawia amerykańskiego generała,Dwight Eisenhower,George Patton,Omar Bradley,,B,patton_portrait_01.png,,,,,,,,,
mcq,445,Zdjęcie z okresu II wojny światowej prezentuje zatknięcie flagi USA na wyspie,Guam,Iwo Jima,Okinawa,,B,iwo_jima_flag_01.png,,,,,,,,,
mcq,446,Obraz przedstawia bitwę polskich żołnierzy na froncie zachodnim II wojny światowej pod,Falaise,Arnhem,Monte Cassino,,C,monte_cassino_battle_01.png,,,,,,,,,
mcq,447,Zdjęcie przedstawia polskiego generała,Władysław Anders,Stanisław Maczek,Tadeusz Bór Komorowski,,A,anders_portrait_01.png,,,,,,,,,
mcq,448,Plan przedstawia bitwę na froncie wschodnim II wojny światowej pod,Kurskiem,Stalingradem,Moskwą,,A,kursk_plan_01.png,,,,,,,,,
mcq,449,Zdjęcie ukazuje model przedwojennego polskiego samolotu myśliwskiego,PZL P 11,PZL 23 Karaś,PZL 37 Łoś,,A,pzl_p11_model_01.png,,,,,,,,,
mcq,450,Plan przedstawia obronę podczas I wojny światowej twierdzy,Przemyśl,Brześć,Osowiec,,A,przemysl_fortress_01.png,,,,,,,,,
mcq,451,Niżej przedstawiony znak wojskowy dotyczy,Artylerii przeciwpancernej,Artylerii przeciwlotniczej,Artylerii rakietowej,,A,artillery_symbol_01.png,,,,,,,,,
mcq,452,Nazwij w kolejności sylwetki bezzałogowych statków powietrznych,MQ 9 Reaper RQ 7 Shadow Orbiter TB2 Bayraktar,Global Hawk Predator Bayraktar TB2 Warmate,Predator Reaper RQ 7 Shadow Bayraktar TB2,,A,uav_set_01.png,,,,,,,,,
mcq,453,Nazwij w kolejności sylwetki samolotów specjalnego przeznaczenia,E 3 Sentry E 2 Hawkeye RC 135 Rivet Joint KC 135 Stratotanker,E 2 Hawkeye E 3 Sentry KC 135 RC 135,Rivet Joint Hawkeye Sentry Stratotanker,,A,special_aircraft_set_01.png,,,,,,,,,
mcq,454,Nazwij w kolejności sylwetki samolotów rozpoznania i monitorowania przestrzeni powietrznej,E 3 Sentry P 3 Orion Ił 20 E 2 Hawkeye,P 3 Orion E 3 Sentry E 2 Hawkeye Ił 20,E 2 Hawkeye Ił 20 E 3 Sentry P 3 Orion,,A,recon_aircraft_set_01.png,,,,,,,,,
mcq,455,Nazwij w kolejności sylwetki samolotów transportowych,C 130 Hercules C 130 Hercules An 12 An 72,C 295 Hercules An 12 An 124,Hercules An 26 An 12 C 17,,A,transport_aircraft_set_01.png,,,,,,,,,
mcq,456,Nazwij w kolejności sylwetki śmigłowców,Mi 24 Mi 8 AH 64 Apache Mi 28,Mi 8 Mi 24 Apache Mi 28,Apache Mi 24 Mi 8 Mi 28,,A,helicopter_set_01.png,,,,,,,,,
mcq,457,Nazwij w kolejności sylwetki samolotów i śmigłowców,F 16 MiG 29 C 130 Mi 17,MiG 29 F 16 C 130 Mi 24,F 15 Su 27 An 26 Mi 8,,A,aircraft_mix_set_01.png,,,,,,,,,
mcq,458,Nazwij w kolejności sylwetki czołgów,T 72 PT 91 Leopard 2A4 M1 Abrams,Leopard 2A4 T 72 Abrams PT 91,M1 Abrams Leopard 2A4 T 72 PT 91,,A,tank_set_01.png,,,,,,,,,
